;authors;df_2010;df_2011;df_2012;df_2013;df_2014;df_2015;df_2016;df_2017;df_2018;df_2019;df_2020;total;min;std;mean;max
901;masnou n;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004149377593360996;0.004273504273504274;0.0;0.00842288186686527;0.0;0.0017759404173447813;0.0008422881866865271;0.004273504273504274
902;dorante mi;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004149377593360996;0.004273504273504274;0.0;0.00842288186686527;0.0;0.0017759404173447813;0.0008422881866865271;0.004273504273504274
903;hall ie;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004149377593360996;0.004273504273504274;0.00641025641025641;0.00842288186686527;0.0;0.0017759404173447813;0.0008422881866865271;0.004273504273504274
904;nickerson p;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004149377593360996;0.004273504273504274;0.0;0.00842288186686527;0.0;0.0017759404173447813;0.0008422881866865271;0.004273504273504274
905;burns kea;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004149377593360996;0.004273504273504274;0.00641025641025641;0.00842288186686527;0.0;0.0017759404173447813;0.0008422881866865271;0.004273504273504274
906;black sm;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004149377593360996;0.004273504273504274;0.0;0.00842288186686527;0.0;0.0017759404173447813;0.0008422881866865271;0.004273504273504274
907;anthony sj;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004149377593360996;0.004273504273504274;0.0;0.00842288186686527;0.0;0.0017759404173447813;0.0008422881866865271;0.004273504273504274
908;clavien pa;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004149377593360996;0.004273504273504274;0.0;0.00842288186686527;0.0;0.0017759404173447813;0.0008422881866865271;0.004273504273504274
909;hollander sa;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004149377593360996;0.004273504273504274;0.0;0.00842288186686527;0.0;0.0017759404173447813;0.0008422881866865271;0.004273504273504274
910;de meijer ve;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004149377593360996;0.004273504273504274;0.0;0.00842288186686527;0.0;0.0017759404173447813;0.0008422881866865271;0.004273504273504274
911;fatima h;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004149377593360996;0.004273504273504274;0.0;0.00842288186686527;0.0;0.0017759404173447813;0.0008422881866865271;0.004273504273504274
912;taylor lj;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004149377593360996;0.004273504273504274;0.0;0.00842288186686527;0.0;0.0017759404173447813;0.0008422881866865271;0.004273504273504274
913;boin ifsf;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004149377593360996;0.004273504273504274;0.0;0.00842288186686527;0.0;0.0017759404173447813;0.0008422881866865271;0.004273504273504274
914;bartling t;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004149377593360996;0.004273504273504274;0.0;0.00842288186686527;0.0;0.0017759404173447813;0.0008422881866865271;0.004273504273504274
915;parsons ja;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004149377593360996;0.004273504273504274;0.0;0.00842288186686527;0.0;0.0017759404173447813;0.0008422881866865271;0.004273504273504274
916;weng fl;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004149377593360996;0.004273504273504274;0.00641025641025641;0.00842288186686527;0.0;0.0017759404173447813;0.0008422881866865271;0.004273504273504274
917;dos santos mj;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004149377593360996;0.004273504273504274;0.0;0.00842288186686527;0.0;0.0017759404173447813;0.0008422881866865271;0.004273504273504274
918;huang es;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004149377593360996;0.004273504273504274;0.00641025641025641;0.00842288186686527;0.0;0.0017759404173447813;0.0008422881866865271;0.004273504273504274
919;emerson j;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004149377593360996;0.004273504273504274;0.0;0.00842288186686527;0.0;0.0017759404173447813;0.0008422881866865271;0.004273504273504274
920;schrem h;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004149377593360996;0.004273504273504274;0.0;0.00842288186686527;0.0;0.0017759404173447813;0.0008422881866865271;0.004273504273504274
921;oedingen c;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004149377593360996;0.004273504273504274;0.0;0.00842288186686527;0.0;0.0017759404173447813;0.0008422881866865271;0.004273504273504274
922;anderson as;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004149377593360996;0.004273504273504274;0.01282051282051282;0.00842288186686527;0.0;0.0017759404173447813;0.0008422881866865271;0.004273504273504274
923;schroppel b;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004149377593360996;0.004273504273504274;0.00641025641025641;0.00842288186686527;0.0;0.0017759404173447813;0.0008422881866865271;0.004273504273504274
924;moayedi y;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004149377593360996;0.004273504273504274;0.0;0.00842288186686527;0.0;0.0017759404173447813;0.0008422881866865271;0.004273504273504274
925;winkelmayer wc;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004149377593360996;0.004273504273504274;0.0;0.00842288186686527;0.0;0.0017759404173447813;0.0008422881866865271;0.004273504273504274
926;blokzijl h;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004149377593360996;0.004273504273504274;0.0;0.00842288186686527;0.0;0.0017759404173447813;0.0008422881866865271;0.004273504273504274
927;seaman s;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004149377593360996;0.004273504273504274;0.01282051282051282;0.00842288186686527;0.0;0.0017759404173447813;0.0008422881866865271;0.004273504273504274
928;buffington a;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004149377593360996;0.004273504273504274;0.0;0.00842288186686527;0.0;0.0017759404173447813;0.0008422881866865271;0.004273504273504274
929;croes kd;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004149377593360996;0.004273504273504274;0.0;0.00842288186686527;0.0;0.0017759404173447813;0.0008422881866865271;0.004273504273504274
930;doshi md;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004149377593360996;0.004273504273504274;0.00641025641025641;0.00842288186686527;0.0;0.0017759404173447813;0.0008422881866865271;0.004273504273504274
931;kemmer n;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004149377593360996;0.004273504273504274;0.0;0.00842288186686527;0.0;0.0017759404173447813;0.0008422881866865271;0.004273504273504274
932;mezrich jd;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004149377593360996;0.004273504273504274;0.0;0.00842288186686527;0.0;0.0017759404173447813;0.0008422881866865271;0.004273504273504274
933;franke ca;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004149377593360996;0.004273504273504274;0.0;0.00842288186686527;0.0;0.0017759404173447813;0.0008422881866865271;0.004273504273504274
934;dutkowski p;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004149377593360996;0.004273504273504274;0.0;0.00842288186686527;0.0;0.0017759404173447813;0.0008422881866865271;0.004273504273504274
935;sawinski d;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004149377593360996;0.004273504273504274;0.00641025641025641;0.00842288186686527;0.0;0.0017759404173447813;0.0008422881866865271;0.004273504273504274
936;wang j;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004149377593360996;0.004273504273504274;0.0;0.00842288186686527;0.0;0.0017759404173447813;0.0008422881866865271;0.004273504273504274
937;khazanie p;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004149377593360996;0.004273504273504274;0.0;0.00842288186686527;0.0;0.0017759404173447813;0.0008422881866865271;0.004273504273504274
938;jia y;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004149377593360996;0.004273504273504274;0.00641025641025641;0.00842288186686527;0.0;0.0017759404173447813;0.0008422881866865271;0.004273504273504274
939;van pilsum rasmussen se;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004149377593360996;0.004273504273504274;0.01282051282051282;0.00842288186686527;0.0;0.0017759404173447813;0.0008422881866865271;0.004273504273504274
940;blancas i;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004149377593360996;0.004273504273504274;0.0;0.00842288186686527;0.0;0.0017759404173447813;0.0008422881866865271;0.004273504273504274
941;bortoletto p;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.008298755186721992;0.0;0.0;0.008298755186721992;0.0;0.0026242968134177424;0.0008298755186721991;0.008298755186721992
942;lee gs;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.008298755186721992;0.0;0.0;0.008298755186721992;0.0;0.0026242968134177424;0.0008298755186721991;0.008298755186721992
943;okita t;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.008298755186721992;0.0;0.0;0.008298755186721992;0.0;0.0026242968134177424;0.0008298755186721991;0.008298755186721992
944;gargiulo ar;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.008298755186721992;0.0;0.0;0.008298755186721992;0.0;0.0026242968134177424;0.0008298755186721991;0.008298755186721992
945;goldman rh;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.008298755186721992;0.0;0.0;0.008298755186721992;0.0;0.0026242968134177424;0.0008298755186721991;0.008298755186721992
946;hariton e;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.008298755186721992;0.0;0.0;0.008298755186721992;0.0;0.0026242968134177424;0.0008298755186721991;0.008298755186721992
947;farland lv;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.008298755186721992;0.0;0.0;0.008298755186721992;0.0;0.0026242968134177424;0.0008298755186721991;0.008298755186721992
948;katznelson g;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.008298755186721992;0.0;0.0;0.008298755186721992;0.0;0.0026242968134177424;0.0008298755186721991;0.008298755186721992
949;wilk ar;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.008298755186721992;0.0;0.01282051282051282;0.008298755186721992;0.0;0.0026242968134177424;0.0008298755186721991;0.008298755186721992
950;samstein b;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.008298755186721992;0.0;0.0;0.008298755186721992;0.0;0.0026242968134177424;0.0008298755186721991;0.008298755186721992
951;ozkan o;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.008298755186721992;0.0;0.0;0.008298755186721992;0.0;0.0026242968134177424;0.0008298755186721991;0.008298755186721992
952;greenwald m;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.008298755186721992;0.0;0.0;0.008298755186721992;0.0;0.0026242968134177424;0.0008298755186721991;0.008298755186721992
953;rosoff pm;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.008298755186721992;0.0;0.0;0.008298755186721992;0.0;0.0026242968134177424;0.0008298755186721991;0.008298755186721992
954;tasigiorgos s;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.008298755186721992;0.0;0.0;0.008298755186721992;0.0;0.0026242968134177424;0.0008298755186721991;0.008298755186721992
955;fedson se;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.008298755186721992;0.0;0.0;0.008298755186721992;0.0;0.0026242968134177424;0.0008298755186721991;0.008298755186721992
956;caskey fj;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.008298755186721992;0.0;0.0;0.008298755186721992;0.0;0.0026242968134177424;0.0008298755186721991;0.008298755186721992
957;malpas p;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.008298755186721992;0.0;0.0;0.008298755186721992;0.0;0.0026242968134177424;0.0008298755186721991;0.008298755186721992
958;gallo ae;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.008298755186721992;0.0;0.0;0.008298755186721992;0.0;0.0026242968134177424;0.0008298755186721991;0.008298755186721992
959;avci e;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.008298755186721992;0.0;0.0;0.008298755186721992;0.0;0.0026242968134177424;0.0008298755186721991;0.008298755186721992
960;dibrito sr;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.008298755186721992;0.0;0.0;0.008298755186721992;0.0;0.0026242968134177424;0.0008298755186721991;0.008298755186721992
961;bruno b;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.008298755186721992;0.0;0.00641025641025641;0.008298755186721992;0.0;0.0026242968134177424;0.0008298755186721991;0.008298755186721992
962;tonkens r;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.008298755186721992;0.0;0.0;0.008298755186721992;0.0;0.0026242968134177424;0.0008298755186721991;0.008298755186721992
963;ferguson j;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.008298755186721992;0.0;0.0;0.008298755186721992;0.0;0.0026242968134177424;0.0008298755186721991;0.008298755186721992
964;robinson am;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.008298755186721992;0.0;0.00641025641025641;0.008298755186721992;0.0;0.0026242968134177424;0.0008298755186721991;0.008298755186721992
965;ajalloueian f;0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006756756756756757;0.0;0.0021366740947083643;0.0006756756756756757;0.006756756756756757
966;gillespie bw;0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006756756756756757;0.0;0.0021366740947083643;0.0006756756756756757;0.006756756756756757
967;gubareva e;0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006756756756756757;0.0;0.0021366740947083643;0.0006756756756756757;0.006756756756756757
968;haag jc;0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006756756756756757;0.0;0.0021366740947083643;0.0006756756756756757;0.006756756756756757
969;lemon g;0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006756756756756757;0.0;0.0021366740947083643;0.0006756756756756757;0.006756756756756757
970;sjoqvist s;0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006756756756756757;0.0;0.0021366740947083643;0.0006756756756756757;0.006756756756756757
971;macchiarini p;0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006756756756756757;0.0;0.0021366740947083643;0.0006756756756756757;0.006756756756756757
972;kaldjian lc;0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006756756756756757;0.0;0.0021366740947083643;0.0006756756756756757;0.006756756756756757
973;shinkunas la;0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006756756756756757;0.0;0.0021366740947083643;0.0006756756756756757;0.006756756756756757
974;freeman j;0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006756756756756757;0.0;0.0021366740947083643;0.0006756756756756757;0.006756756756756757
975;robey te;0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006756756756756757;0.0;0.0021366740947083643;0.0006756756756756757;0.006756756756756757
976;marcolini eg;0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006756756756756757;0.0;0.0021366740947083643;0.0006756756756756757;0.006756756756756757
977;hoffmaster b;0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006756756756756757;0.0;0.0021366740947083643;0.0006756756756756757;0.006756756756756757
978;hooker c;0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006756756756756757;0.0;0.0021366740947083643;0.0006756756756756757;0.006756756756756757
979;dave r;0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006756756756756757;0.0;0.0021366740947083643;0.0006756756756756757;0.006756756756756757
980;gilevich i;0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006756756756756757;0.0;0.0021366740947083643;0.0006756756756756757;0.006756756756756757
981;james c;0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006756756756756757;0.0;0.0021366740947083643;0.0006756756756756757;0.006756756756756757
982;frei u;0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006756756756756757;0.0;0.0021366740947083643;0.0006756756756756757;0.006756756756756757
983;browne t;0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006756756756756757;0.0;0.0021366740947083643;0.0006756756756756757;0.006756756756756757
984;pitner r;0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006756756756756757;0.0;0.0021366740947083643;0.0006756756756756757;0.006756756756756757
985;grinnemo kh;0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006756756756756757;0.0;0.0021366740947083643;0.0006756756756756757;0.006756756756756757
986;landeweerd l;0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006756756756756757;0.0;0.0021366740947083643;0.0006756756756756757;0.006756756756756757
987;friedrich lh;0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006756756756756757;0.0;0.0021366740947083643;0.0006756756756756757;0.006756756756756757
988;asghari f;0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006756756756756757;0.0;0.0021366740947083643;0.0006756756756756757;0.006756756756756757
989;merminod g;0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006756756756756757;0.0;0.0021366740947083643;0.0006756756756756757;0.006756756756756757
990;ciocchetti p;0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006756756756756757;0.0;0.0021366740947083643;0.0006756756756756757;0.006756756756756757
991;garwood-gowers a;0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006756756756756757;0.0;0.0021366740947083643;0.0006756756756756757;0.006756756756756757
992;evans rw;0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006756756756756757;0.0;0.0021366740947083643;0.0006756756756756757;0.006756756756756757
993;steiner p;0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006756756756756757;0.0;0.0021366740947083643;0.0006756756756756757;0.006756756756756757
994;vitale f;0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006756756756756757;0.0;0.0021366740947083643;0.0006756756756756757;0.006756756756756757
995;schweiger m;0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006756756756756757;0.0;0.0021366740947083643;0.0006756756756756757;0.006756756756756757
996;modesti c;0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006756756756756757;0.0;0.0021366740947083643;0.0006756756756756757;0.006756756756756757
997;sereinigg m;0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006756756756756757;0.0;0.0021366740947083643;0.0006756756756756757;0.006756756756756757
998;aceto p;0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006756756756756757;0.0;0.0021366740947083643;0.0006756756756756757;0.006756756756756757
999;freidl w;0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006756756756756757;0.0;0.0021366740947083643;0.0006756756756756757;0.006756756756756757
1000;brosens i;0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006756756756756757;0.0;0.0021366740947083643;0.0006756756756756757;0.006756756756756757
1001;freedman da;0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006756756756756757;0.0;0.0021366740947083643;0.0006756756756756757;0.006756756756756757
1002;broumand m;0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006756756756756757;0.0;0.0021366740947083643;0.0006756756756756757;0.006756756756756757
1003;ganten tm;0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006756756756756757;0.0;0.0021366740947083643;0.0006756756756756757;0.006756756756756757
1004;rix kj;0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006756756756756757;0.0;0.0021366740947083643;0.0006756756756756757;0.006756756756756757
1005;littlejohns s;0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006756756756756757;0.0;0.0021366740947083643;0.0006756756756756757;0.006756756756756757
1006;bontoft h;0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006756756756756757;0.0;0.0021366740947083643;0.0006756756756756757;0.006756756756756757
1007;littlejohns p;0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006756756756756757;0.0;0.0021366740947083643;0.0006756756756756757;0.006756756756756757
1008;richardson j;0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006756756756756757;0.0;0.0021366740947083643;0.0006756756756756757;0.006756756756756757
1009;robertson a;0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006756756756756757;0.0;0.0021366740947083643;0.0006756756756756757;0.006756756756756757
1010;heidari a;0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006756756756756757;0.0;0.0021366740947083643;0.0006756756756756757;0.006756756756756757
1011;zaas d;0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006756756756756757;0.0;0.0021366740947083643;0.0006756756756756757;0.006756756756756757
1012;benagiano g;0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006756756756756757;0.0;0.0021366740947083643;0.0006756756756756757;0.006756756756756757
1013;weinrieb r;0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006756756756756757;0.0;0.0021366740947083643;0.0006756756756756757;0.006756756756756757
1014;secunda k;0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006756756756756757;0.0;0.0021366740947083643;0.0006756756756756757;0.006756756756756757
1015;normile d;0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006756756756756757;0.0;0.0021366740947083643;0.0006756756756756757;0.006756756756756757
1016;weeks bh;0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006756756756756757;0.0;0.0021366740947083643;0.0006756756756756757;0.006756756756756757
1017;atabay k;0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006756756756756757;0.0;0.0021366740947083643;0.0006756756756756757;0.006756756756756757
1018;mcshane pj;0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006756756756756757;0.0;0.0021366740947083643;0.0006756756756756757;0.006756756756756757
1019;dubois j;0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006756756756756757;0.0;0.0021366740947083643;0.0006756756756756757;0.006756756756756757
1020;cosio cc;0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006756756756756757;0.0;0.0021366740947083643;0.0006756756756756757;0.006756756756756757
1021;chan km;0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006756756756756757;0.0;0.0021366740947083643;0.0006756756756756757;0.006756756756756757
1022;corris p;0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006756756756756757;0.0;0.0021366740947083643;0.0006756756756756757;0.006756756756756757
1023;fulda g;0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006756756756756757;0.0;0.0021366740947083643;0.0006756756756756757;0.006756756756756757
1024;appelbaum ps;0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006756756756756757;0.0;0.0021366740947083643;0.0006756756756756757;0.006756756756756757
1025;jungebluth p;0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006756756756756757;0.0;0.0021366740947083643;0.0006756756756756757;0.006756756756756757
1026;lim ml;0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006756756756756757;0.0;0.0021366740947083643;0.0006756756756756757;0.006756756756756757
1027;marsh jw;0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006756756756756757;0.0;0.0021366740947083643;0.0006756756756756757;0.006756756756756757
1028;hernandez-navarrete ls;0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006756756756756757;0.0;0.0021366740947083643;0.0006756756756756757;0.006756756756756757
1029;findikcioglu k;0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006756756756756757;0.0;0.0021366740947083643;0.0006756756756756757;0.006756756756756757
1030;hernandez-jimenez jd;0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006756756756756757;0.0;0.0021366740947083643;0.0006756756756756757;0.006756756756756757
1031;emmerich n;0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006756756756756757;0.0;0.0021366740947083643;0.0006756756756756757;0.006756756756756757
1032;mchale jv;0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006756756756756757;0.0;0.0021366740947083643;0.0006756756756756757;0.006756756756756757
1033;jimenez-lopez la;0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006756756756756757;0.0;0.0021366740947083643;0.0006756756756756757;0.006756756756756757
1034;budar-fernandez lf;0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006756756756756757;0.0;0.0021366740947083643;0.0006756756756756757;0.006756756756756757
1035;mendez-lopez mt;0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006756756756756757;0.0;0.0021366740947083643;0.0006756756756756757;0.006756756756756757
1036;martinez-mier g;0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006756756756756757;0.0;0.0021366740947083643;0.0006756756756756757;0.006756756756756757
1037;lu y;0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006756756756756757;0.0;0.0021366740947083643;0.0006756756756756757;0.006756756756756757
