;authors;df_2010;df_2011;df_2012;df_2013;df_2014;df_2015;df_2016;df_2017;df_2018;df_2019;df_2020;total;min;std;mean;max
3396;cyrillicsmall er;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3397;psmall o;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3398;cyrillics;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3399;ukrainiannsmall u;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3400;bourne j;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3401;krasmall i;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3402;sataloff rt;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3403;lee d;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3404;duncalf s;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3405;moss b;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3406;rhys rg;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3407;thomas s;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3408;houlston j;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3409;persad g;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3410;norman dj;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3411;graf m;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3412;char d;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3413;asher a;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3414;gurbaxani bm;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3415;jones jm;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3416;aitken ml;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3417;goss ch;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3418;howard ss;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3419;zander mi;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3420;curtis jr;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3421;engelberg ra;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3422;hobler mr;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3423;nicolo a;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3424;rossi f;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3425;neri f;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3426;silvestre c;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3427;cornelio c;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3428;furian l;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3429;hanson-kahn a;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3430;houlston m;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3431;ku sy;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3432;shirahmadi s;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3433;sakalihasan n;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3434;sulieman s;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3435;stubblefield sc;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3436;burke c;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3437;noeder m;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3438;ryan je;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3439;braus n;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3440;jaramillo c;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3441;defraigne jo;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3442;lavigne jp;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3443;noh k;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3444;bruls s;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3445;amabili p;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3446;massion pb;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3447;d'orio v;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3448;ancion a;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3449;hans g;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3450;tchana-sato v;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3451;canamero eh;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3452;miller eg;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3453;sellers mt;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3454;nangia g;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3455;borges k;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3456;kim yy;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3457;cho e;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3458;parsons-leigh j;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3459;ball im;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3460;robinson v;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3461;wakefield c;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3462;randall d;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3463;darlington as;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3464;tiemessen c;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3465;conradie f;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3466;duncan m;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3467;andres a;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3468;molina m;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3469;dovey s;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3470;humaidan h;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3471;almoosawi b;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3472;alwadaei s;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
3473;ackermann h;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
3474;french b;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
3475;zarrabi ad;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
3476;jaycox mp;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3477;mardoyan s;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3478;davis cl;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3479;padilla b;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3480;nwankwo ea;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3481;alhassan su;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3482;abubakar ma;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3483;abbo jimeta us;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3484;bakari aa;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3485;berkowitz j;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3486;reidler js;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3487;albar m;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3488;simmerling m;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3489;carlisle e;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3490;gottlieb lj;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3491;alnaes ah;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3492;sanli m;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3493;aslan s;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3494;pinelli n;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3495;parker w;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3496;wang c;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3497;mahdavi-mazdeh m;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3498;wen tf;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3499;li c;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3500;tisato v;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3501;campbell av;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3502;chin jj;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3503;fraser jf;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3504;bartlett as;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3505;dare aj;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3506;kershaw db;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3507;moseley kl;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3508;huesch md;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3509;fields av;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3510;marquis d;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3511;cantor nl;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3512;morrison w;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3513;ortega i;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3514;wertin tm;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3515;sahin t;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3516;chkhotua a;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3517;trueland j;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3518;sacks s;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3519;malani pn;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3520;lake j;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3521;jacobson p;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3522;hosenpud j;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3523;horne fm;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3524;hazzard wr;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3525;hartmann el;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3526;halter jb;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3527;gries c;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3528;frank jc;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3529;flessner mf;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3530;eldadah b;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3531;clancy cj;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3532;bridges nd;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3533;abecassis m;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3534;gattinoni l;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3535;santambrogio l;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3536;moore tm;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3537;murray a;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3538;nguyen mh;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3539;high kp;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3540;douglas j;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3541;gratwohl a;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3542;mutimer d;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3543;wilde jt;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3544;rowe ia;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3545;clamp a;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3546;huber w;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3547;zaas dw;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3548;powe nr;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3549;williams ww;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3550;tan jc;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3551;stewart za;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3552;sosa ja;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3553;schmader ke;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3554;samaniego md;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3555;reynolds h;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3556;mi k;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3557;yan ln;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3558;dima so;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3559;hasan a;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3560;rockman ha;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3561;andersen ho;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3562;mortensen sa;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3563;gustafsson f;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3564;jensen t;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3565;helvind m;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3566;kruse cd;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3567;hofmann bm;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3568;buer lc;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3569;samyn m;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3570;hames a;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3571;ghaly m;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3572;breu ac;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3573;williams me;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3574;xu s;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3575;freeman r;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3576;sadowski j;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3577;turka la;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3578;wright c;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3579;rudolf ja;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3580;sauls m;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3581;zellner ra;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3582;healy k;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3583;altobelli l;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3584;bauman s;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3585;flynn j;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3586;heath a;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3587;jacobs j;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3588;joos t;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3589;lewensten ak;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3590;luebke dl;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3591;mcdaniel sa;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3592;olenick d;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3593;post le;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3594;young v;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3595;wyatt sd;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3596;yesawich c;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3597;anonymous;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3598;selinger e;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3599;whyte kp;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3600;beloucif s;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3601;moore n;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3602;bonfanti p;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3603;lovell h;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3604;shapiro pa;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3605;mancini dm;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3606;samelson-jones e;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3607;foo r;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3608;al-mousawi m;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3609;ravitsky v;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3610;furlow b;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3611;lew cd;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3612;derrington sf;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3613;campbell at;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3614;walter jk;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3615;guasch x;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3616;pussell b;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3617;diago uso t;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3618;malek sk;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3619;barrandon y;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3620;cossu g;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3621;berry c;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3622;ozturk c;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3623;blin p;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3624;hamoud f;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3625;micon s;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3626;sturkenboom m;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3627;de vries cs;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3628;lignot-maleyran s;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3629;gulmez se;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3630;fletcher dr;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3631;anderson j;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3632;losee je;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3633;pessione f;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3634;greenberg b;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3635;bergman-levy t;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3636;strous rd;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3637;sargeant il;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3638;bosek ms;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3639;colombo c;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3640;scalamogna m;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3641;costantini d;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3642;pienaar s;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3643;kniepeiss d;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3644;huriet c;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3645;zhong s;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3646;sang x;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3647;millis ma;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3648;mao y;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3649;millis jm;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3650;salzer l;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3651;toker a;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3652;de ville de goyet j;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3653;dionisi-vici c;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3654;mckiernan p;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3655;bartuli a;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3656;macchiaiolo m;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3657;wilkinson d;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3658;broeckaert b;0;1;0;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3659;van den branden s;0;1;0;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3660;wagner d;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3661;thaler hw;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3662;perazzoli a;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3663;porubsky c;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3664;hodgson h;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3665;warady ba;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3666;ham jm;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3667;akoad me;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3668;shah k;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3669;jonsen ar;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3670;popovich m;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3671;eide h;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3672;bjork it;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3673;meyer k;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3674;brems jj;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3675;hall de;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3676;manley cj;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3677;palmatier j;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3678;brewster lp;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3679;lenk c;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3680;roller re;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3681;cleenewerck la;0;1;0;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3682;finder sg;0;1;0;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3683;trento a;0;1;0;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3684;czer l;0;1;0;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3685;koneru b;0;1;0;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3686;mora-esteves c;0;1;0;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3687;aita k;0;1;0;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3688;peroni jf;0;1;0;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3689;borjesson dl;0;1;0;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3690;miro jm;0;1;0;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3691;campistol jm;0;1;0;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3692;moreno a;0;1;0;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3693;oppenheimer f;0;1;0;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3694;cervera c;0;1;0;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3695;trullas jc;0;1;0;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3696;cofan f;0;1;0;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3697;savoye e;0;1;0;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3698;lamy fx;0;1;0;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3699;baxter gm;0;1;0;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3700;geddes cc;0;1;0;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3701;mcarthur c;0;1;0;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3702;campo-engelstein l;0;1;0;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3703;wicclair mr;0;1;0;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3704;baumrucker s;0;1;0;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3705;rey mm;0;1;0;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
3706;simsir sa;0;1;0;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
