;lemmas;df_2010;df_2011;df_2012;df_2013;df_2014;df_2015;df_2016;df_2017;df_2018;df_2019;df_2020;total;min;std;mean;max
1504;methodology;0.005494505494505495;0.0;0.010638297872340425;0.006756756756756757;0.011494252873563218;0.006289308176100629;0.02926829268292683;0.005376344086021506;0.02074688796680498;0.008547008547008548;0.00641025641025641;0.10461165445602837;0.0;0.008533287131951537;0.010461165445602837;0.02926829268292683
1505;february;0.0;0.0;0.010638297872340425;0.013513513513513514;0.005747126436781609;0.018867924528301886;0.004878048780487805;0.021505376344086023;0.016597510373443983;0.01282051282051282;0.01282051282051282;0.10456831066946806;0.0;0.007582749273794462;0.010456831066946806;0.021505376344086023
1506;udcdd;0.0;0.0;0.0;0.0;0.022988505747126436;0.006289308176100629;0.05365853658536585;0.021505376344086023;0.0;0.0;0.03205128205128205;0.10444172685267894;0.0;0.017697894172303514;0.010444172685267894;0.05365853658536585
1507;collection;0.005494505494505495;0.006329113924050633;0.005319148936170213;0.006756756756756757;0.005747126436781609;0.012578616352201259;0.004878048780487805;0.010752688172043012;0.016597510373443983;0.029914529914529916;0.02564102564102564;0.10436804514097067;0.004878048780487805;0.007859521199462819;0.010436804514097068;0.029914529914529916
1508;official;0.0;0.006329113924050633;0.005319148936170213;0.02702702702702703;0.017241379310344827;0.012578616352201259;0.004878048780487805;0.005376344086021506;0.004149377593360996;0.021367521367521368;0.00641025641025641;0.10426657737718564;0.0;0.008778982425797137;0.010426657737718564;0.02702702702702703
1509;algorithm;0.0;0.006329113924050633;0.015957446808510637;0.006756756756756757;0.0;0.025157232704402517;0.01951219512195122;0.005376344086021506;0.016597510373443983;0.008547008547008548;0.00641025641025641;0.10423360832214579;0.0;0.008465176643465461;0.010423360832214578;0.025157232704402517
1510;fear;0.0;0.006329113924050633;0.005319148936170213;0.013513513513513514;0.028735632183908046;0.006289308176100629;0.004878048780487805;0.005376344086021506;0.016597510373443983;0.017094017094017096;0.03205128205128205;0.10413263706771342;0.0;0.008513261724229875;0.010413263706771342;0.028735632183908046
1511;philosophical;0.01098901098901099;0.0;0.010638297872340425;0.006756756756756757;0.022988505747126436;0.006289308176100629;0.014634146341463415;0.010752688172043012;0.012448132780082987;0.008547008547008548;0.01282051282051282;0.1040438553819332;0.0;0.005989674656671616;0.01040438553819332;0.022988505747126436
1512;integrate;0.0;0.0;0.005319148936170213;0.0;0.0;0.012578616352201259;0.024390243902439025;0.03225806451612903;0.016597510373443983;0.01282051282051282;0.019230769230769232;0.10396409690089632;0.0;0.011455087243587698;0.010396409690089632;0.03225806451612903
1513;relational;0.005494505494505495;0.0;0.031914893617021274;0.0;0.017241379310344827;0.0;0.0;0.010752688172043012;0.008298755186721992;0.029914529914529916;0.00641025641025641;0.10361675169516651;0.0;0.012255342613343908;0.010361675169516651;0.031914893617021274
1514;infrastructure;0.02197802197802198;0.006329113924050633;0.0;0.006756756756756757;0.011494252873563218;0.0;0.01951219512195122;0.016129032258064516;0.0;0.021367521367521368;0.0;0.10356689427992968;0.0;0.008979575555996662;0.010356689427992968;0.02197802197802198
1515;additionally;0.005494505494505495;0.012658227848101266;0.0;0.0;0.022988505747126436;0.012578616352201259;0.00975609756097561;0.010752688172043012;0.02074688796680498;0.008547008547008548;0.00641025641025641;0.1035225376887666;0.0;0.0075990363841387425;0.010352253768876659;0.022988505747126436
1516;move;0.005494505494505495;0.0;0.010638297872340425;0.0;0.017241379310344827;0.018867924528301886;0.00975609756097561;0.016129032258064516;0.008298755186721992;0.017094017094017096;0.0;0.10352000930527183;0.0;0.00700308944032698;0.010352000930527183;0.018867924528301886
1517;28;0.01098901098901099;0.012658227848101266;0.005319148936170213;0.0;0.005747126436781609;0.031446540880503145;0.00975609756097561;0.010752688172043012;0.008298755186721992;0.008547008547008548;0.02564102564102564;0.10351460455731637;0.0;0.008248851337113635;0.010351460455731636;0.031446540880503145
1518;send;0.02197802197802198;0.012658227848101266;0.010638297872340425;0.006756756756756757;0.0;0.012578616352201259;0.01951219512195122;0.010752688172043012;0.0;0.008547008547008548;0.0;0.10342181264842447;0.0;0.007150005427377087;0.010342181264842447;0.02197802197802198
1519;conventional;0.005494505494505495;0.0;0.015957446808510637;0.006756756756756757;0.011494252873563218;0.006289308176100629;0.0;0.03225806451612903;0.016597510373443983;0.008547008547008548;0.03205128205128205;0.1033948535460183;0.0;0.009558117932165548;0.01033948535460183;0.03225806451612903
1520;reimbursement;0.0;0.0;0.010638297872340425;0.006756756756756757;0.022988505747126436;0.025157232704402517;0.01951219512195122;0.005376344086021506;0.004149377593360996;0.008547008547008548;0.00641025641025641;0.1031257184289684;0.0;0.009168745466674497;0.010312571842896839;0.025157232704402517
1521;core;0.0;0.0;0.0;0.006756756756756757;0.011494252873563218;0.012578616352201259;0.03414634146341464;0.021505376344086023;0.016597510373443983;0.0;0.0;0.10307885416346588;0.0;0.011437751237776971;0.010307885416346588;0.03414634146341464
1522;sell;0.005494505494505495;0.012658227848101266;0.015957446808510637;0.0;0.028735632183908046;0.0;0.0;0.010752688172043012;0.016597510373443983;0.01282051282051282;0.00641025641025641;0.10301652370102526;0.0;0.00921966362062457;0.010301652370102526;0.028735632183908046
1523;asl;0.02197802197802198;0.0;0.0;0.0;0.05172413793103448;0.0;0.02926829268292683;0.0;0.0;0.0;0.0;0.10297045259198329;0.0;0.01811923913244574;0.010297045259198329;0.05172413793103448
1524;ovarian;0.027472527472527472;0.0379746835443038;0.010638297872340425;0.0;0.0;0.0;0.00975609756097561;0.0;0.0;0.017094017094017096;0.00641025641025641;0.10293562354416438;0.0;0.013489923557260834;0.010293562354416438;0.0379746835443038
1525;mm;0.005494505494505495;0.04430379746835443;0.03723404255319149;0.0;0.0;0.006289308176100629;0.0;0.005376344086021506;0.004149377593360996;0.0;0.019230769230769232;0.10284737537153453;0.0;0.01635478024240148;0.010284737537153452;0.04430379746835443
1526;equally;0.005494505494505495;0.012658227848101266;0.010638297872340425;0.006756756756756757;0.017241379310344827;0.012578616352201259;0.00975609756097561;0.010752688172043012;0.004149377593360996;0.01282051282051282;0.00641025641025641;0.10284645978114246;0.004149377593360996;0.003935301953959573;0.010284645978114246;0.017241379310344827
1527;fluid;0.0;0.0189873417721519;0.0;0.0;0.034482758620689655;0.006289308176100629;0.0;0.043010752688172046;0.0;0.0;0.0;0.10277016125711423;0.0;0.01627161615042515;0.010277016125711424;0.043010752688172046
1528;scheme;0.005494505494505495;0.0;0.010638297872340425;0.006756756756756757;0.0;0.031446540880503145;0.01951219512195122;0.016129032258064516;0.004149377593360996;0.008547008547008548;0.019230769230769232;0.1026737145244911;0.0;0.009745954326551004;0.01026737145244911;0.031446540880503145
1529;online;0.0;0.006329113924050633;0.005319148936170213;0.02027027027027027;0.005747126436781609;0.025157232704402517;0.004878048780487805;0.005376344086021506;0.012448132780082987;0.017094017094017096;0.019230769230769232;0.10261943501228463;0.0;0.008109923458027482;0.010261943501228462;0.025157232704402517
1530;resolve;0.01098901098901099;0.012658227848101266;0.010638297872340425;0.02027027027027027;0.005747126436781609;0.012578616352201259;0.0;0.0;0.008298755186721992;0.021367521367521368;0.00641025641025641;0.10254782632294918;0.0;0.007227509356788346;0.010254782632294918;0.021367521367521368
1531;implant;0.005494505494505495;0.0;0.0;0.006756756756756757;0.011494252873563218;0.018867924528301886;0.00975609756097561;0.016129032258064516;0.008298755186721992;0.02564102564102564;0.01282051282051282;0.1024383502999151;0.0;0.00813945719718506;0.01024383502999151;0.02564102564102564
1532;paradigm;0.02197802197802198;0.006329113924050633;0.02127659574468085;0.0;0.017241379310344827;0.0;0.014634146341463415;0.0;0.016597510373443983;0.004273504273504274;0.00641025641025641;0.10233027194550995;0.0;0.009029579742941106;0.010233027194550996;0.02197802197802198
1533;scholar;0.005494505494505495;0.006329113924050633;0.015957446808510637;0.013513513513513514;0.011494252873563218;0.006289308176100629;0.004878048780487805;0.021505376344086023;0.008298755186721992;0.008547008547008548;0.01282051282051282;0.1023073296485485;0.004878048780487805;0.00538200675760551;0.01023073296485485;0.021505376344086023
1534;commercialism;0.01098901098901099;0.0;0.03723404255319149;0.0;0.011494252873563218;0.018867924528301886;0.01951219512195122;0.0;0.004149377593360996;0.0;0.0;0.1022468036593798;0.0;0.012237242425072726;0.01022468036593798;0.03723404255319149
1535;cirrhosis;0.0;0.04430379746835443;0.005319148936170213;0.006756756756756757;0.0;0.031446540880503145;0.004878048780487805;0.005376344086021506;0.004149377593360996;0.0;0.0;0.10223001450165485;0.0;0.015094070558735639;0.010223001450165485;0.04430379746835443
1536;fall;0.005494505494505495;0.006329113924050633;0.005319148936170213;0.02702702702702703;0.011494252873563218;0.018867924528301886;0.00975609756097561;0.005376344086021506;0.012448132780082987;0.0;0.01282051282051282;0.10211254721069857;0.0;0.007841928117640172;0.010211254721069856;0.02702702702702703
1537;oversight;0.01098901098901099;0.0189873417721519;0.0;0.0;0.005747126436781609;0.0;0.03414634146341464;0.010752688172043012;0.004149377593360996;0.017094017094017096;0.0;0.10186590352078023;0.0;0.010891670800525154;0.010186590352078024;0.03414634146341464
1538;rest;0.016483516483516484;0.006329113924050633;0.0;0.02027027027027027;0.017241379310344827;0.006289308176100629;0.00975609756097561;0.0;0.008298755186721992;0.017094017094017096;0.0;0.10176245800599754;0.0;0.007304221193176615;0.010176245800599754;0.02027027027027027
1539;chd;0.0;0.056962025316455694;0.010638297872340425;0.0;0.0;0.0;0.03414634146341464;0.0;0.0;0.0;0.0;0.10174666465221076;0.0;0.019688067362757654;0.010174666465221076;0.056962025316455694
1540;permanent;0.02197802197802198;0.0;0.0;0.0;0.0;0.0;0.00975609756097561;0.03225806451612903;0.03734439834024896;0.0;0.019230769230769232;0.10133658239537557;0.0;0.014856691011311105;0.010133658239537557;0.03734439834024896
1541;anatomical;0.01098901098901099;0.0189873417721519;0.0;0.0;0.0;0.006289308176100629;0.00975609756097561;0.0;0.008298755186721992;0.04700854700854701;0.0;0.10132906069350812;0.0;0.01440651597346532;0.010132906069350812;0.04700854700854701
1542;screen;0.01098901098901099;0.0;0.005319148936170213;0.006756756756756757;0.005747126436781609;0.018867924528301886;0.00975609756097561;0.026881720430107527;0.004149377593360996;0.01282051282051282;0.019230769230769232;0.1012876760519784;0.0;0.007868399472797612;0.01012876760519784;0.026881720430107527
1543;determinant;0.01098901098901099;0.0;0.005319148936170213;0.0;0.011494252873563218;0.012578616352201259;0.0;0.04838709677419355;0.012448132780082987;0.0;0.0;0.1012162587052222;0.0;0.014572368021157741;0.01012162587052222;0.04838709677419355
1544;structure;0.005494505494505495;0.006329113924050633;0.015957446808510637;0.0;0.011494252873563218;0.018867924528301886;0.00975609756097561;0.016129032258064516;0.0;0.017094017094017096;0.00641025641025641;0.10112239054198907;0.0;0.0069758516977831255;0.010112239054198908;0.018867924528301886
1545;april;0.0;0.0;0.0;0.02027027027027027;0.005747126436781609;0.025157232704402517;0.0;0.016129032258064516;0.012448132780082987;0.021367521367521368;0.03205128205128205;0.10111931581712327;0.0;0.01014320097407919;0.010111931581712327;0.025157232704402517
1546;relatively;0.005494505494505495;0.0;0.015957446808510637;0.013513513513513514;0.011494252873563218;0.006289308176100629;0.01951219512195122;0.016129032258064516;0.008298755186721992;0.004273504273504274;0.00641025641025641;0.1009625137064355;0.0;0.006216275164636259;0.01009625137064355;0.01951219512195122
1547;contain;0.016483516483516484;0.006329113924050633;0.005319148936170213;0.0;0.005747126436781609;0.018867924528301886;0.004878048780487805;0.005376344086021506;0.02074688796680498;0.017094017094017096;0.01282051282051282;0.10084212823615221;0.0;0.007359884631125893;0.010084212823615222;0.02074688796680498
1548;58;0.005494505494505495;0.0;0.005319148936170213;0.0;0.022988505747126436;0.025157232704402517;0.004878048780487805;0.016129032258064516;0.016597510373443983;0.004273504273504274;0.0;0.10083748856770523;0.0;0.009313681755937648;0.010083748856770523;0.025157232704402517
1549;emotional;0.005494505494505495;0.012658227848101266;0.0;0.013513513513513514;0.0;0.006289308176100629;0.014634146341463415;0.010752688172043012;0.03319502074688797;0.004273504273504274;0.019230769230769232;0.10081091456611956;0.0;0.009696835115772297;0.010081091456611955;0.03319502074688797
1550;usually;0.016483516483516484;0.006329113924050633;0.015957446808510637;0.0;0.011494252873563218;0.0;0.014634146341463415;0.010752688172043012;0.02074688796680498;0.004273504273504274;0.00641025641025641;0.10067155684345665;0.0;0.007176508450931946;0.010067155684345665;0.02074688796680498
1551;quantity;0.0;0.012658227848101266;0.05851063829787234;0.0;0.005747126436781609;0.018867924528301886;0.004878048780487805;0.0;0.0;0.0;0.00641025641025641;0.10066196589154491;0.0;0.018206426785783048;0.010066196589154492;0.05851063829787234
1552;65;0.0;0.012658227848101266;0.005319148936170213;0.006756756756756757;0.017241379310344827;0.018867924528301886;0.004878048780487805;0.005376344086021506;0.02074688796680498;0.008547008547008548;0.0;0.10039172675999777;0.0;0.006958422928915986;0.010039172675999778;0.02074688796680498
1553;machine;0.0;0.006329113924050633;0.0;0.0;0.0;0.0;0.03414634146341464;0.021505376344086023;0.004149377593360996;0.03418803418803419;0.03205128205128205;0.10031824351294648;0.0;0.014330137426660151;0.010031824351294648;0.03418803418803419
1554;appropriately;0.005494505494505495;0.0;0.05851063829787234;0.006756756756756757;0.005747126436781609;0.006289308176100629;0.004878048780487805;0.0;0.008298755186721992;0.004273504273504274;0.0;0.10024864340273089;0.0;0.01724938482657901;0.010024864340273089;0.05851063829787234
1555;pass;0.02197802197802198;0.012658227848101266;0.005319148936170213;0.0;0.011494252873563218;0.006289308176100629;0.00975609756097561;0.016129032258064516;0.016597510373443983;0.0;0.01282051282051282;0.10022160000444141;0.0;0.00722340590052706;0.010022160000444142;0.02197802197802198
1556;essay;0.016483516483516484;0.012658227848101266;0.010638297872340425;0.013513513513513514;0.0;0.006289308176100629;0.014634146341463415;0.021505376344086023;0.0;0.004273504273504274;0.0;0.09999589085262604;0.0;0.007166785620951532;0.009999589085262604;0.021505376344086023
1557;modification;0.005494505494505495;0.0;0.015957446808510637;0.02027027027027027;0.011494252873563218;0.025157232704402517;0.004878048780487805;0.0;0.012448132780082987;0.004273504273504274;0.00641025641025641;0.0999733939853272;0.0;0.008552218818443062;0.00999733939853272;0.025157232704402517
1558;kin;0.0;0.0;0.0;0.02027027027027027;0.028735632183908046;0.0;0.03414634146341464;0.0;0.012448132780082987;0.004273504273504274;0.0;0.09987388097118022;0.0;0.013242745131817365;0.009987388097118022;0.03414634146341464
1559;abandon;0.02197802197802198;0.0189873417721519;0.005319148936170213;0.006756756756756757;0.011494252873563218;0.0;0.004878048780487805;0.005376344086021506;0.02074688796680498;0.004273504273504274;0.0;0.09981030742348262;0.0;0.00785142904159915;0.009981030742348263;0.02197802197802198
1560;robust;0.016483516483516484;0.0189873417721519;0.005319148936170213;0.0;0.005747126436781609;0.012578616352201259;0.01951219512195122;0.0;0.012448132780082987;0.008547008547008548;0.019230769230769232;0.09962308642986421;0.0;0.007211310934646232;0.00996230864298642;0.01951219512195122
1561;ldkt;0.0;0.0379746835443038;0.0;0.0;0.0;0.0;0.04878048780487805;0.0;0.0;0.01282051282051282;0.0;0.09957568416969466;0.0;0.018240511816547646;0.009957568416969466;0.04878048780487805
1562;british;0.0;0.006329113924050633;0.015957446808510637;0.033783783783783786;0.028735632183908046;0.006289308176100629;0.0;0.0;0.004149377593360996;0.004273504273504274;0.0;0.099518166743219;0.0;0.012231232402688346;0.009951816674321901;0.033783783783783786
1563;cluster;0.01098901098901099;0.0;0.0;0.006756756756756757;0.0;0.012578616352201259;0.0;0.005376344086021506;0.012448132780082987;0.05128205128205128;0.00641025641025641;0.09943091224612477;0.0;0.015454927124633545;0.009943091224612477;0.05128205128205128
1564;english;0.0;0.02531645569620253;0.0;0.013513513513513514;0.011494252873563218;0.006289308176100629;0.00975609756097561;0.016129032258064516;0.008298755186721992;0.008547008547008548;0.00641025641025641;0.09934442381215054;0.0;0.007494646849948629;0.009934442381215054;0.02531645569620253
1565;assistance;0.01098901098901099;0.0;0.0;0.0;0.005747126436781609;0.012578616352201259;0.004878048780487805;0.04838709677419355;0.012448132780082987;0.004273504273504274;0.03205128205128205;0.09930153638626246;0.0;0.014392340724966753;0.009930153638626246;0.04838709677419355
1566;property;0.01098901098901099;0.0;0.005319148936170213;0.0;0.05172413793103448;0.0;0.004878048780487805;0.005376344086021506;0.012448132780082987;0.008547008547008548;0.00641025641025641;0.09928183204981653;0.0;0.015345856246930047;0.009928183204981653;0.05172413793103448
1567;minute;0.02197802197802198;0.0;0.0;0.006756756756756757;0.0;0.0;0.004878048780487805;0.010752688172043012;0.024896265560165973;0.029914529914529916;0.00641025641025641;0.09917631116200544;0.0;0.011543213225122211;0.009917631116200544;0.029914529914529916
1568;plasma;0.005494505494505495;0.03164556962025317;0.0;0.0;0.0;0.025157232704402517;0.0;0.016129032258064516;0.02074688796680498;0.0;0.01282051282051282;0.09917322804403067;0.0;0.012344878156927235;0.009917322804403068;0.03164556962025317
1569;l;0.0;0.0189873417721519;0.0;0.033783783783783786;0.0;0.0;0.0;0.021505376344086023;0.024896265560165973;0.0;0.01282051282051282;0.09917276746018769;0.0;0.013336019164044218;0.009917276746018769;0.033783783783783786
1570;favorable;0.02197802197802198;0.03164556962025317;0.0;0.0;0.011494252873563218;0.0;0.024390243902439025;0.005376344086021506;0.0;0.004273504273504274;0.01282051282051282;0.09915793673380317;0.0;0.011904320626352688;0.009915793673380318;0.03164556962025317
1571;quantify;0.016483516483516484;0.012658227848101266;0.0;0.006756756756756757;0.011494252873563218;0.012578616352201259;0.00975609756097561;0.0;0.02074688796680498;0.008547008547008548;0.019230769230769232;0.09902136438892811;0.0;0.006549583046344297;0.009902136438892812;0.02074688796680498
1572;location;0.0;0.0;0.0;0.0;0.0;0.018867924528301886;0.01951219512195122;0.005376344086021506;0.016597510373443983;0.038461538461538464;0.00641025641025641;0.09881551257125706;0.0;0.013097693389664915;0.009881551257125707;0.038461538461538464
1573;mention;0.01098901098901099;0.0189873417721519;0.010638297872340425;0.013513513513513514;0.0;0.006289308176100629;0.024390243902439025;0.005376344086021506;0.004149377593360996;0.004273504273504274;0.01282051282051282;0.09860694217844325;0.0;0.007480030291717133;0.009860694217844326;0.024390243902439025
1574;71;0.005494505494505495;0.0189873417721519;0.0;0.0;0.005747126436781609;0.012578616352201259;0.014634146341463415;0.016129032258064516;0.02074688796680498;0.004273504273504274;0.01282051282051282;0.09859116089547744;0.0;0.0076951514962630245;0.009859116089547744;0.02074688796680498
1575;logistical;0.0;0.006329113924050633;0.005319148936170213;0.006756756756756757;0.011494252873563218;0.018867924528301886;0.0;0.016129032258064516;0.016597510373443983;0.017094017094017096;0.03205128205128205;0.09858775674436829;0.0;0.007133606615216955;0.00985877567443683;0.018867924528301886
1576;reasonable;0.005494505494505495;0.012658227848101266;0.0;0.006756756756756757;0.011494252873563218;0.006289308176100629;0.004878048780487805;0.0;0.012448132780082987;0.038461538461538464;0.0;0.09848077117113661;0.0;0.011035006985884;0.009848077117113661;0.038461538461538464
1577;room;0.005494505494505495;0.012658227848101266;0.015957446808510637;0.0;0.005747126436781609;0.031446540880503145;0.004878048780487805;0.005376344086021506;0.008298755186721992;0.008547008547008548;0.01282051282051282;0.098404004068642;0.0;0.00877661763420486;0.0098404004068642;0.031446540880503145
1578;reflection;0.016483516483516484;0.0;0.015957446808510637;0.02027027027027027;0.0;0.012578616352201259;0.0;0.016129032258064516;0.004149377593360996;0.01282051282051282;0.00641025641025641;0.09838877258643698;0.0;0.007952255992573693;0.009838877258643698;0.02027027027027027
1579;doubt;0.0;0.006329113924050633;0.010638297872340425;0.013513513513513514;0.005747126436781609;0.012578616352201259;0.004878048780487805;0.010752688172043012;0.008298755186721992;0.02564102564102564;0.0;0.09837718587916588;0.0;0.006872144174797929;0.00983771858791659;0.02564102564102564
1580;true;0.0;0.006329113924050633;0.010638297872340425;0.013513513513513514;0.022988505747126436;0.006289308176100629;0.01951219512195122;0.010752688172043012;0.008298755186721992;0.0;0.00641025641025641;0.09832237771384786;0.0;0.007471124481069897;0.009832237771384787;0.022988505747126436
1581;appeal;0.016483516483516484;0.0;0.010638297872340425;0.02027027027027027;0.005747126436781609;0.006289308176100629;0.004878048780487805;0.021505376344086023;0.012448132780082987;0.0;0.01282051282051282;0.09826007714366623;0.0;0.007775150723907912;0.009826007714366623;0.021505376344086023
1582;frequent;0.005494505494505495;0.0189873417721519;0.005319148936170213;0.006756756756756757;0.017241379310344827;0.006289308176100629;0.004878048780487805;0.016129032258064516;0.004149377593360996;0.01282051282051282;0.00641025641025641;0.09806541189845595;0.004149377593360996;0.005824448730540835;0.009806541189845596;0.0189873417721519
1583;netherlands;0.0;0.0;0.005319148936170213;0.006756756756756757;0.0;0.0;0.03414634146341464;0.005376344086021506;0.02074688796680498;0.02564102564102564;0.01282051282051282;0.09798650485019372;0.0;0.012456969763941322;0.009798650485019373;0.03414634146341464
1584;compliance;0.005494505494505495;0.012658227848101266;0.0;0.02027027027027027;0.017241379310344827;0.006289308176100629;0.0;0.010752688172043012;0.012448132780082987;0.01282051282051282;0.02564102564102564;0.0979750248719613;0.0;0.006775413470951122;0.00979750248719613;0.02027027027027027
1585;sectional;0.005494505494505495;0.0;0.010638297872340425;0.006756756756756757;0.011494252873563218;0.006289308176100629;0.004878048780487805;0.010752688172043012;0.03734439834024896;0.004273504273504274;0.019230769230769232;0.09792176073955057;0.0;0.010296199120401646;0.009792176073955057;0.03734439834024896
1586;mandatory;0.005494505494505495;0.006329113924050633;0.010638297872340425;0.006756756756756757;0.011494252873563218;0.006289308176100629;0.024390243902439025;0.005376344086021506;0.008298755186721992;0.01282051282051282;0.0;0.09788809109301248;0.005376344086021506;0.005769303692216592;0.009788809109301248;0.024390243902439025
1587;slt;0.0;0.0;0.0;0.0;0.0;0.0;0.02926829268292683;0.0;0.0;0.06837606837606838;0.02564102564102564;0.09764436105899521;0.0;0.022554816087036352;0.009764436105899521;0.06837606837606838
1588;43;0.005494505494505495;0.02531645569620253;0.005319148936170213;0.006756756756756757;0.011494252873563218;0.012578616352201259;0.0;0.005376344086021506;0.012448132780082987;0.01282051282051282;0.00641025641025641;0.09760472579601677;0.0;0.006919838228926412;0.009760472579601677;0.02531645569620253
1589;unlikely;0.005494505494505495;0.0189873417721519;0.005319148936170213;0.006756756756756757;0.005747126436781609;0.0;0.01951219512195122;0.010752688172043012;0.02074688796680498;0.004273504273504274;0.0;0.09759015493066946;0.0;0.007381235475500235;0.009759015493066946;0.02074688796680498
1590;autonomous;0.0;0.006329113924050633;0.02127659574468085;0.0;0.028735632183908046;0.006289308176100629;0.014634146341463415;0.016129032258064516;0.004149377593360996;0.0;0.00641025641025641;0.09754320622162908;0.0;0.00998942057616075;0.009754320622162908;0.028735632183908046
1591;thirty;0.0;0.0189873417721519;0.0;0.0;0.005747126436781609;0.025157232704402517;0.0;0.005376344086021506;0.016597510373443983;0.02564102564102564;0.01282051282051282;0.09750658101382717;0.0;0.010736884792088997;0.009750658101382717;0.02564102564102564
1592;valuable;0.005494505494505495;0.0;0.015957446808510637;0.006756756756756757;0.005747126436781609;0.006289308176100629;0.02926829268292683;0.010752688172043012;0.004149377593360996;0.01282051282051282;0.02564102564102564;0.09723601494149878;0.0;0.00824230417811697;0.009723601494149877;0.02926829268292683
1593;racial;0.016483516483516484;0.006329113924050633;0.0;0.013513513513513514;0.0;0.031446540880503145;0.0;0.0;0.016597510373443983;0.01282051282051282;0.00641025641025641;0.09719070799554057;0.0;0.010427013565548062;0.009719070799554056;0.031446540880503145
1594;preliminary;0.016483516483516484;0.0;0.0;0.006756756756756757;0.0;0.0;0.00975609756097561;0.043010752688172046;0.008298755186721992;0.01282051282051282;0.01282051282051282;0.09712639149665571;0.0;0.013133281125398036;0.00971263914966557;0.043010752688172046
1595;las;0.0;0.0;0.0;0.02702702702702703;0.05747126436781609;0.0;0.0;0.0;0.012448132780082987;0.0;0.0;0.0969464241749261;0.0;0.01899854237576944;0.00969464241749261;0.05747126436781609
1596;fertility;0.016483516483516484;0.012658227848101266;0.02127659574468085;0.0;0.011494252873563218;0.012578616352201259;0.00975609756097561;0.0;0.004149377593360996;0.008547008547008548;0.0;0.09694369300340822;0.0;0.006836277257534494;0.009694369300340821;0.02127659574468085
1597;dominant;0.0;0.0;0.05851063829787234;0.006756756756756757;0.005747126436781609;0.012578616352201259;0.004878048780487805;0.0;0.004149377593360996;0.004273504273504274;0.00641025641025641;0.09689406849096505;0.0;0.01757785567041739;0.009689406849096504;0.05851063829787234
1598;kind;0.03296703296703297;0.006329113924050633;0.0;0.0;0.011494252873563218;0.018867924528301886;0.014634146341463415;0.0;0.008298755186721992;0.004273504273504274;0.019230769230769232;0.09686473009463838;0.0;0.010424395494211426;0.009686473009463837;0.03296703296703297
1599;p<0.001;0.01098901098901099;0.0;0.0;0.006756756756756757;0.040229885057471264;0.0;0.004878048780487805;0.021505376344086023;0.012448132780082987;0.0;0.00641025641025641;0.09680721070789582;0.0;0.012862195911256142;0.009680721070789582;0.040229885057471264
1600;anti;0.0;0.0;0.0;0.006756756756756757;0.017241379310344827;0.006289308176100629;0.004878048780487805;0.010752688172043012;0.016597510373443983;0.03418803418803419;0.019230769230769232;0.0967037257572112;0.0;0.010703208019941846;0.00967037257572112;0.03418803418803419
1601;italy;0.0;0.006329113924050633;0.010638297872340425;0.006756756756756757;0.005747126436781609;0.031446540880503145;0.014634146341463415;0.0;0.008298755186721992;0.01282051282051282;0.00641025641025641;0.0966712502191308;0.0;0.00902871521599716;0.00966712502191308;0.031446540880503145
1602;explanation;0.01098901098901099;0.012658227848101266;0.015957446808510637;0.0;0.005747126436781609;0.006289308176100629;0.0;0.010752688172043012;0.008298755186721992;0.02564102564102564;0.0;0.09633358925829577;0.0;0.007616866208847067;0.009633358925829578;0.02564102564102564
1603;germany;0.005494505494505495;0.0;0.0;0.006756756756756757;0.017241379310344827;0.018867924528301886;0.004878048780487805;0.005376344086021506;0.024896265560165973;0.01282051282051282;0.00641025641025641;0.09633173733709706;0.0;0.008419664486908823;0.009633173733709706;0.024896265560165973
1604;nutrition;0.0;0.0;0.0;0.0;0.005747126436781609;0.025157232704402517;0.004878048780487805;0.010752688172043012;0.04979253112033195;0.0;0.0;0.09632762721404689;0.0;0.01618204238364316;0.009632762721404689;0.04979253112033195
1605;instead;0.02197802197802198;0.0;0.005319148936170213;0.006756756756756757;0.005747126436781609;0.006289308176100629;0.00975609756097561;0.010752688172043012;0.008298755186721992;0.021367521367521368;0.00641025641025641;0.09626542457109316;0.0;0.006984938317994485;0.009626542457109316;0.02197802197802198
1606;intraoperative;0.0;0.006329113924050633;0.0;0.013513513513513514;0.0;0.05660377358490566;0.004878048780487805;0.010752688172043012;0.004149377593360996;0.0;0.00641025641025641;0.09622651556836162;0.0;0.017183127001652497;0.009622651556836162;0.05660377358490566
1607;discard;0.005494505494505495;0.0;0.005319148936170213;0.0;0.017241379310344827;0.025157232704402517;0.0;0.005376344086021506;0.029045643153526972;0.008547008547008548;0.04487179487179487;0.09618126223198008;0.0;0.010589075872401238;0.009618126223198008;0.029045643153526972
1608;mind;0.0;0.006329113924050633;0.005319148936170213;0.013513513513513514;0.0;0.006289308176100629;0.024390243902439025;0.010752688172043012;0.012448132780082987;0.017094017094017096;0.0;0.09613616649841711;0.0;0.007630137271579328;0.00961361664984171;0.024390243902439025
1609;rely;0.02197802197802198;0.006329113924050633;0.0;0.0;0.017241379310344827;0.0;0.004878048780487805;0.016129032258064516;0.012448132780082987;0.017094017094017096;0.00641025641025641;0.09609774612506986;0.0;0.008353183586240952;0.009609774612506986;0.02197802197802198
