;lemmas;df_2010;df_2011;df_2012;df_2013;df_2014;df_2015;df_2016;df_2017;df_2018;df_2019;df_2020;total;min;std;mean;max
6023;ultrasonic;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.010752688172043012;0.0;0.0;0.0;0.010752688172043012;0.0;0.0034002985593208383;0.001075268817204301;0.010752688172043012
6024;genitourinary;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.010752688172043012;0.0;0.0;0.00641025641025641;0.010752688172043012;0.0;0.0034002985593208383;0.001075268817204301;0.010752688172043012
6025;gmp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.010752688172043012;0.0;0.0;0.0;0.010752688172043012;0.0;0.0034002985593208383;0.001075268817204301;0.010752688172043012
6026;dissatisfaction;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.010752688172043012;0.0;0.0;0.00641025641025641;0.010752688172043012;0.0;0.0034002985593208383;0.001075268817204301;0.010752688172043012
6027;hflc;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.010752688172043012;0.0;0.0;0.0;0.010752688172043012;0.0;0.0034002985593208383;0.001075268817204301;0.010752688172043012
6028;aires;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.010752688172043012;0.0;0.0;0.0;0.010752688172043012;0.0;0.0034002985593208383;0.001075268817204301;0.010752688172043012
6029;buenos;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.010752688172043012;0.0;0.0;0.0;0.010752688172043012;0.0;0.0034002985593208383;0.001075268817204301;0.010752688172043012
6030;209;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.010752688172043012;0.0;0.0;0.0;0.010752688172043012;0.0;0.0034002985593208383;0.001075268817204301;0.010752688172043012
6031;n=200;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.010752688172043012;0.0;0.0;0.0;0.010752688172043012;0.0;0.0034002985593208383;0.001075268817204301;0.010752688172043012
6032;sydney;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.010752688172043012;0.0;0.0;0.0;0.010752688172043012;0.0;0.0034002985593208383;0.001075268817204301;0.010752688172043012
6033;ngal;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.010752688172043012;0.0;0.0;0.0;0.010752688172043012;0.0;0.0034002985593208383;0.001075268817204301;0.010752688172043012
6034;mict;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.010752688172043012;0.0;0.0;0.0;0.010752688172043012;0.0;0.0034002985593208383;0.001075268817204301;0.010752688172043012
6035;postpolicy;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.010752688172043012;0.0;0.0;0.0;0.010752688172043012;0.0;0.0034002985593208383;0.001075268817204301;0.010752688172043012
6036;168;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.010752688172043012;0.0;0.0;0.0;0.010752688172043012;0.0;0.0034002985593208383;0.001075268817204301;0.010752688172043012
6037;midnight;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.010752688172043012;0.0;0.0;0.0;0.010752688172043012;0.0;0.0034002985593208383;0.001075268817204301;0.010752688172043012
6038;immunisation;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.010752688172043012;0.0;0.0;0.0;0.010752688172043012;0.0;0.0034002985593208383;0.001075268817204301;0.010752688172043012
6039;fpa;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.010752688172043012;0.0;0.0;0.0;0.010752688172043012;0.0;0.0034002985593208383;0.001075268817204301;0.010752688172043012
6040;kd;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.010752688172043012;0.0;0.0;0.0;0.010752688172043012;0.0;0.0034002985593208383;0.001075268817204301;0.010752688172043012
6041;tranexamic;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.010752688172043012;0.0;0.0;0.0;0.010752688172043012;0.0;0.0034002985593208383;0.001075268817204301;0.010752688172043012
6042;thrombotic;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.010752688172043012;0.0;0.0;0.0;0.010752688172043012;0.0;0.0034002985593208383;0.001075268817204301;0.010752688172043012
6043;entv;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.010752688172043012;0.0;0.0;0.0;0.010752688172043012;0.0;0.0034002985593208383;0.001075268817204301;0.010752688172043012
6044;cd8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.010752688172043012;0.0;0.0;0.0;0.010752688172043012;0.0;0.0034002985593208383;0.001075268817204301;0.010752688172043012
6045;cd3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.010752688172043012;0.0;0.0;0.0;0.010752688172043012;0.0;0.0034002985593208383;0.001075268817204301;0.010752688172043012
6046;movie;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.010752688172043012;0.0;0.0;0.0;0.010752688172043012;0.0;0.0034002985593208383;0.001075268817204301;0.010752688172043012
6047;circumcision;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.010752688172043012;0.0;0.0;0.0;0.010752688172043012;0.0;0.0034002985593208383;0.001075268817204301;0.010752688172043012
6048;ductal;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.010752688172043012;0.0;0.0;0.0;0.010752688172043012;0.0;0.0034002985593208383;0.001075268817204301;0.010752688172043012
6049;osteochondral;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.010752688172043012;0.0;0.0;0.0;0.010752688172043012;0.0;0.0034002985593208383;0.001075268817204301;0.010752688172043012
6050;cohorts;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.010752688172043012;0.0;0.0;0.0;0.010752688172043012;0.0;0.0034002985593208383;0.001075268817204301;0.010752688172043012
6051;5-;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.010752688172043012;0.0;0.0;0.0;0.010752688172043012;0.0;0.0034002985593208383;0.001075268817204301;0.010752688172043012
6052;opening;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.010752688172043012;0.0;0.0;0.0;0.010752688172043012;0.0;0.0034002985593208383;0.001075268817204301;0.010752688172043012
6053;iief;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.010752688172043012;0.0;0.0;0.0;0.010752688172043012;0.0;0.0034002985593208383;0.001075268817204301;0.010752688172043012
6054;vo2peak;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.010752688172043012;0.0;0.0;0.0;0.010752688172043012;0.0;0.0034002985593208383;0.001075268817204301;0.010752688172043012
6055;proactor;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.010752688172043012;0.0;0.0;0.0;0.010752688172043012;0.0;0.0034002985593208383;0.001075268817204301;0.010752688172043012
6056;cytoimmunology;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.010752688172043012;0.0;0.0;0.0;0.010752688172043012;0.0;0.0034002985593208383;0.001075268817204301;0.010752688172043012
6057;intrapatient;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.010752688172043012;0.0;0.0;0.0;0.010752688172043012;0.0;0.0034002985593208383;0.001075268817204301;0.010752688172043012
6058;intercourse;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.010752688172043012;0.0;0.0;0.0;0.010752688172043012;0.0;0.0034002985593208383;0.001075268817204301;0.010752688172043012
6059;ptld;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.010752688172043012;0.0;0.0;0.0;0.010752688172043012;0.0;0.0034002985593208383;0.001075268817204301;0.010752688172043012
6060;sf-36v2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.010752688172043012;0.0;0.0;0.0;0.010752688172043012;0.0;0.0034002985593208383;0.001075268817204301;0.010752688172043012
6061;revolution;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.010752688172043012;0.0;0.0;0.0;0.010752688172043012;0.0;0.0034002985593208383;0.001075268817204301;0.010752688172043012
6062;untimely;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.010752688172043012;0.0;0.0;0.0;0.010752688172043012;0.0;0.0034002985593208383;0.001075268817204301;0.010752688172043012
6063;redistribution;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.010752688172043012;0.0;0.0;0.0;0.010752688172043012;0.0;0.0034002985593208383;0.001075268817204301;0.010752688172043012
6064;app;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.010752688172043012;0.0;0.0;0.0;0.010752688172043012;0.0;0.0034002985593208383;0.001075268817204301;0.010752688172043012
6065;bioprint;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.010752688172043012;0.0;0.0;0.0;0.010752688172043012;0.0;0.0034002985593208383;0.001075268817204301;0.010752688172043012
6066;socioethical;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.010752688172043012;0.0;0.0;0.0;0.010752688172043012;0.0;0.0034002985593208383;0.001075268817204301;0.010752688172043012
6067;susceptible;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.010752688172043012;0.0;0.0;0.0;0.010752688172043012;0.0;0.0034002985593208383;0.001075268817204301;0.010752688172043012
6068;geras;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.010752688172043012;0.0;0.0;0.0;0.010752688172043012;0.0;0.0034002985593208383;0.001075268817204301;0.010752688172043012
6069;j.w;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.010752688172043012;0.0;0.0;0.0;0.010752688172043012;0.0;0.0034002985593208383;0.001075268817204301;0.010752688172043012
6070;subjectively;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.010752688172043012;0.0;0.0;0.0;0.010752688172043012;0.0;0.0034002985593208383;0.001075268817204301;0.010752688172043012
6071;stump;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.010752688172043012;0.0;0.0;0.0;0.010752688172043012;0.0;0.0034002985593208383;0.001075268817204301;0.010752688172043012
6072;erection;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.010752688172043012;0.0;0.0;0.0;0.010752688172043012;0.0;0.0034002985593208383;0.001075268817204301;0.010752688172043012
6073;suppressor;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.010752688172043012;0.0;0.0;0.0;0.010752688172043012;0.0;0.0034002985593208383;0.001075268817204301;0.010752688172043012
6074;myeloid;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.010752688172043012;0.0;0.0;0.0;0.010752688172043012;0.0;0.0034002985593208383;0.001075268817204301;0.010752688172043012
6075;prepolicy;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.010752688172043012;0.0;0.0;0.0;0.010752688172043012;0.0;0.0034002985593208383;0.001075268817204301;0.010752688172043012
6076;antemortem;0.0;0.0;0.005319148936170213;0.0;0.0;0.0;0.0;0.005376344086021506;0.0;0.0;0.0;0.010695493022191718;0.0;0.0022548482096654645;0.0010695493022191717;0.005376344086021506
6077;cultivate;0.0;0.0;0.005319148936170213;0.0;0.0;0.0;0.0;0.005376344086021506;0.0;0.0;0.0;0.010695493022191718;0.0;0.0022548482096654645;0.0010695493022191717;0.005376344086021506
6078;adjuvant;0.0;0.0;0.005319148936170213;0.0;0.0;0.0;0.0;0.005376344086021506;0.0;0.0;0.0;0.010695493022191718;0.0;0.0022548482096654645;0.0010695493022191717;0.005376344086021506
6079;suffice;0.0;0.0;0.005319148936170213;0.0;0.0;0.0;0.0;0.005376344086021506;0.0;0.0;0.0;0.010695493022191718;0.0;0.0022548482096654645;0.0010695493022191717;0.005376344086021506
6080;certainly;0.0;0.0;0.005319148936170213;0.0;0.0;0.0;0.0;0.005376344086021506;0.0;0.0;0.00641025641025641;0.010695493022191718;0.0;0.0022548482096654645;0.0010695493022191717;0.005376344086021506
6081;decriminalise;0.0;0.0;0.005319148936170213;0.0;0.0;0.0;0.0;0.005376344086021506;0.0;0.0;0.0;0.010695493022191718;0.0;0.0022548482096654645;0.0010695493022191717;0.005376344086021506
6082;sclerosing;0.0;0.0;0.005319148936170213;0.0;0.0;0.0;0.0;0.005376344086021506;0.0;0.0;0.0;0.010695493022191718;0.0;0.0022548482096654645;0.0010695493022191717;0.005376344086021506
6083;/=18;0.0;0.0;0.005319148936170213;0.0;0.0;0.0;0.0;0.005376344086021506;0.0;0.0;0.0;0.010695493022191718;0.0;0.0022548482096654645;0.0010695493022191717;0.005376344086021506
6084;disharmony;0.0;0.0;0.005319148936170213;0.0;0.0;0.0;0.0;0.005376344086021506;0.0;0.0;0.0;0.010695493022191718;0.0;0.0022548482096654645;0.0010695493022191717;0.005376344086021506
6085;stride;0.0;0.0;0.005319148936170213;0.0;0.0;0.0;0.0;0.005376344086021506;0.0;0.0;0.0;0.010695493022191718;0.0;0.0022548482096654645;0.0010695493022191717;0.005376344086021506
6086;th;0.0;0.0;0.005319148936170213;0.0;0.0;0.0;0.0;0.005376344086021506;0.0;0.0;0.0;0.010695493022191718;0.0;0.0022548482096654645;0.0010695493022191717;0.005376344086021506
6087;deteriorate;0.0;0.0;0.005319148936170213;0.0;0.0;0.0;0.0;0.005376344086021506;0.0;0.0;0.00641025641025641;0.010695493022191718;0.0;0.0022548482096654645;0.0010695493022191717;0.005376344086021506
6088;file;0.0;0.0;0.005319148936170213;0.0;0.0;0.0;0.0;0.005376344086021506;0.0;0.0;0.04487179487179487;0.010695493022191718;0.0;0.0022548482096654645;0.0010695493022191717;0.005376344086021506
6089;preoperatively;0.0;0.0;0.005319148936170213;0.0;0.0;0.0;0.0;0.005376344086021506;0.0;0.0;0.0;0.010695493022191718;0.0;0.0022548482096654645;0.0010695493022191717;0.005376344086021506
6090;elevation;0.0;0.0;0.005319148936170213;0.0;0.0;0.0;0.0;0.005376344086021506;0.0;0.0;0.0;0.010695493022191718;0.0;0.0022548482096654645;0.0010695493022191717;0.005376344086021506
6091;drastic;0.0;0.0;0.005319148936170213;0.0;0.0;0.0;0.0;0.005376344086021506;0.0;0.0;0.0;0.010695493022191718;0.0;0.0022548482096654645;0.0010695493022191717;0.005376344086021506
6092;contexts;0.0;0.0;0.005319148936170213;0.0;0.0;0.0;0.0;0.005376344086021506;0.0;0.0;0.0;0.010695493022191718;0.0;0.0022548482096654645;0.0010695493022191717;0.005376344086021506
6093;down;0.0;0.0;0.005319148936170213;0.0;0.0;0.0;0.0;0.005376344086021506;0.0;0.0;0.0;0.010695493022191718;0.0;0.0022548482096654645;0.0010695493022191717;0.005376344086021506
6094;recidivism;0.0;0.0;0.010638297872340425;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.010638297872340425;0.0;0.003364125170391893;0.0010638297872340426;0.010638297872340425
6095;o(2;0.0;0.0;0.010638297872340425;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.010638297872340425;0.0;0.003364125170391893;0.0010638297872340426;0.010638297872340425
6096;dh;0.0;0.0;0.010638297872340425;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.010638297872340425;0.0;0.003364125170391893;0.0010638297872340426;0.010638297872340425
6097;caretaker;0.0;0.0;0.010638297872340425;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.010638297872340425;0.0;0.003364125170391893;0.0010638297872340426;0.010638297872340425
6098;mac;0.0;0.0;0.010638297872340425;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.010638297872340425;0.0;0.003364125170391893;0.0010638297872340426;0.010638297872340425
6099;1904;0.0;0.0;0.010638297872340425;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.010638297872340425;0.0;0.003364125170391893;0.0010638297872340426;0.010638297872340425
6100;shove;0.0;0.0;0.010638297872340425;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.010638297872340425;0.0;0.003364125170391893;0.0010638297872340426;0.010638297872340425
6101;msud;0.0;0.0;0.010638297872340425;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.010638297872340425;0.0;0.003364125170391893;0.0010638297872340426;0.010638297872340425
6102;tat;0.0;0.0;0.010638297872340425;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.010638297872340425;0.0;0.003364125170391893;0.0010638297872340426;0.010638297872340425
6103;revised;0.0;0.0;0.010638297872340425;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.010638297872340425;0.0;0.003364125170391893;0.0010638297872340426;0.010638297872340425
6104;immunogenetic;0.0;0.0;0.010638297872340425;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.010638297872340425;0.0;0.003364125170391893;0.0010638297872340426;0.010638297872340425
6105;3.4;0.0;0.0;0.010638297872340425;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.010638297872340425;0.0;0.003364125170391893;0.0010638297872340426;0.010638297872340425
6106;pathogen;0.0;0.0;0.010638297872340425;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.010638297872340425;0.0;0.003364125170391893;0.0010638297872340426;0.010638297872340425
6107;totality;0.0;0.0;0.010638297872340425;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.010638297872340425;0.0;0.003364125170391893;0.0010638297872340426;0.010638297872340425
6108;vena;0.0;0.0;0.010638297872340425;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00641025641025641;0.010638297872340425;0.0;0.003364125170391893;0.0010638297872340426;0.010638297872340425
6109;cava;0.0;0.0;0.010638297872340425;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00641025641025641;0.010638297872340425;0.0;0.003364125170391893;0.0010638297872340426;0.010638297872340425
6110;proportionally;0.0;0.0;0.010638297872340425;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.010638297872340425;0.0;0.003364125170391893;0.0010638297872340426;0.010638297872340425
6111;lurd;0.0;0.0;0.010638297872340425;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.010638297872340425;0.0;0.003364125170391893;0.0010638297872340426;0.010638297872340425
6112;lew;0.0;0.0;0.010638297872340425;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.010638297872340425;0.0;0.003364125170391893;0.0010638297872340426;0.010638297872340425
6113;scripted;0.0;0.0;0.010638297872340425;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.010638297872340425;0.0;0.003364125170391893;0.0010638297872340426;0.010638297872340425
6114;defibrillator;0.0;0.0;0.010638297872340425;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.010638297872340425;0.0;0.003364125170391893;0.0010638297872340426;0.010638297872340425
6115;golden;0.0;0.0;0.010638297872340425;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.010638297872340425;0.0;0.003364125170391893;0.0010638297872340426;0.010638297872340425
6116;hit;0.0;0.0;0.010638297872340425;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00641025641025641;0.010638297872340425;0.0;0.003364125170391893;0.0010638297872340426;0.010638297872340425
6117;imbalanced;0.0;0.0;0.010638297872340425;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.010638297872340425;0.0;0.003364125170391893;0.0010638297872340426;0.010638297872340425
6118;generalized;0.0;0.0;0.010638297872340425;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.010638297872340425;0.0;0.003364125170391893;0.0010638297872340426;0.010638297872340425
6119;transatlantic;0.0;0.0;0.010638297872340425;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.010638297872340425;0.0;0.003364125170391893;0.0010638297872340426;0.010638297872340425
6120;intra-;0.0;0.0;0.010638297872340425;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00641025641025641;0.010638297872340425;0.0;0.003364125170391893;0.0010638297872340426;0.010638297872340425
6121;script;0.0;0.0;0.010638297872340425;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.010638297872340425;0.0;0.003364125170391893;0.0010638297872340426;0.010638297872340425
6122;daughter;0.0;0.0;0.010638297872340425;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.010638297872340425;0.0;0.003364125170391893;0.0010638297872340426;0.010638297872340425
6123;hfhc;0.0;0.0;0.010638297872340425;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.010638297872340425;0.0;0.003364125170391893;0.0010638297872340426;0.010638297872340425
