;authors;df_2021;df_2022;total;min;std;mean;max
258;boeker m;0.0;0.1;0.0;0.0;;0.0;0.0
259;puhl a;0.0;0.1;0.0;0.0;;0.0;0.0
260;talpa r;0.0;0.1;0.0;0.0;;0.0;0.0
261;fyhr a;0.0;0.1;0.0;0.0;;0.0;0.0
262;chang s;0.0;0.1;0.0;0.0;;0.0;0.0
263;feng y;0.0;0.1;0.0;0.0;;0.0;0.0
264;chen h;0.0;0.1;0.0;0.0;;0.0;0.0
265;huang l;0.0;0.1;0.0;0.0;;0.0;0.0
266;tian c;0.0;0.1;0.0;0.0;;0.0;0.0
267;feng c;0.0;0.1;0.0;0.0;;0.0;0.0
268;puillandre n;0.0;0.1;0.0;0.0;;0.0;0.0
269;vences m;0.0;0.1;0.0;0.0;;0.0;0.0
270;lutteropp s;0.0;0.1;0.0;0.0;;0.0;0.0
271;sukumaran j;0.0;0.1;0.0;0.0;;0.0;0.0
272;stamatakis a;0.0;0.1;0.0;0.0;;0.0;0.0
273;kumari s;0.0;0.1;0.0;0.0;;0.0;0.0
274;knowles ll;0.0;0.1;0.0;0.0;;0.0;0.0
275;pablo a;0.0;0.1;0.0;0.0;;0.0;0.0
276;lee h;0.0;0.1;0.0;0.0;;0.0;0.0
277;hoofnagle an;0.0;0.1;0.0;0.0;;0.0;0.0
278;miralles a;0.0;0.1;0.0;0.0;;0.0;0.0
279;ducasse j;0.0;0.1;0.0;0.0;;0.0;0.0
280;brouillet s;0.0;0.1;0.0;0.0;;0.0;0.0
281;flouri t;0.0;0.1;0.0;0.0;;0.0;0.0
282;fujisawa t;0.0;0.1;0.0;0.0;;0.0;0.0
283;kapli p;0.0;0.1;0.0;0.0;;0.0;0.0
284;mathias pc;0.0;0.1;0.0;0.0;;0.0;0.0
285;park jh;0.0;0.1;0.0;0.0;;0.0;0.0
286;kim yj;0.0;0.1;0.0;0.0;;0.0;0.0
287;lee y;0.0;0.1;0.0;0.0;;0.0;0.0
288;ternes ta;0.0;0.1;0.0;0.0;;0.0;0.0
